,ID_PRET,SEXE,AGE,OCCUPATION,SOURCE_REVENU,REVENU_TOTAL,VOITURE,IMMOBILIER,DETTE_TOTALE
187332,144254,F,31,Accountants,State servant,270000.0,N,N,823396.5
187578,144313,M,44,IT staff,Commercial associate,450000.0,N,N,1080652.5
187792,144356,F,58,Private service staff,Commercial associate,94500.0,N,Y,29495.16
188276,144475,F,42,Sales staff,Working,202500.0,N,Y,0.0
188524,144530,M,45,Not applicable / Not specified,Commercial associate,292500.0,N,N,4081630.5
188643,144552,F,56,Not applicable / Not specified,Pensioner,94500.0,N,Y,131359.5
189139,144685,F,49,Sales staff,Commercial associate,202500.0,N,Y,0.0
189237,144707,F,42,Medicine staff,State servant,157500.0,N,N,61947.0
189722,144815,F,63,Not applicable / Not specified,Pensioner,90000.0,N,Y,424048.5
189844,144837,F,32,Core staff,Working,76500.0,N,Y,0.0
189853,144839,M,48,Not applicable / Not specified,Commercial associate,225000.0,Y,Y,0.0
189865,144841,M,34,Drivers,Working,72000.0,N,N,89226.0
190359,144960,F,51,Core staff,Working,175500.0,N,Y,6251449.5
193014,145567,F,61,Not applicable / Not specified,Pensioner,135000.0,N,Y,0.0
193265,145627,F,43,Private service staff,Working,315000.0,N,Y,394816.5
193331,145646,M,66,Not applicable / Not specified,Pensioner,180000.0,Y,N,100192.5
193398,145657,M,61,Not applicable / Not specified,Pensioner,153000.0,Y,Y,0.0
193606,145699,F,34,Managers,Working,157500.0,N,Y,95773.5
194386,145883,M,64,Not applicable / Not specified,Pensioner,45000.0,N,Y,0.0
194428,145896,F,36,Not applicable / Not specified,Commercial associate,67500.0,N,Y,258678.0
195138,146061,F,33,Managers,Working,180000.0,Y,Y,120501.0
195404,146141,F,37,Sales staff,Working,157500.0,N,Y,0.0
195682,146208,F,35,Accountants,Commercial associate,180000.0,Y,Y,803290.5
195766,146226,F,24,Core staff,Working,157500.0,Y,Y,0.0
196717,146460,M,31,Laborers,Working,360000.0,Y,N,1593355.5
196782,146474,F,43,Laborers,Working,90000.0,N,Y,1106383.5
197077,146551,M,36,Drivers,Working,292500.0,Y,Y,2023843.5
198335,146874,F,64,Not applicable / Not specified,Pensioner,135000.0,N,N,223231.5
198495,146904,F,40,Medicine staff,Commercial associate,315000.0,N,Y,3365379.0
199240,147073,M,22,Laborers,Working,157500.0,N,Y,85491.0
199431,147125,F,28,Sales staff,Working,67500.0,N,N,0.0
199698,147183,F,45,Laborers,Working,135000.0,Y,Y,453964.5
200086,147263,F,28,Managers,Working,360000.0,N,N,0.0
200233,147295,M,29,Not applicable / Not specified,Working,112500.0,N,N,0.0
200258,147301,F,47,Not applicable / Not specified,Commercial associate,225000.0,N,N,0.0
200379,147341,F,24,Accountants,Working,90000.0,Y,N,0.0
200617,147393,M,37,High skill tech staff,Working,135000.0,N,Y,0.0
200846,147445,F,29,Core staff,Working,292500.0,N,N,584388.0
201429,147562,F,48,Managers,State servant,315000.0,Y,Y,67639.5
201643,147605,F,42,Laborers,Working,112500.0,N,Y,242986.5
201694,147617,F,57,Laborers,Working,166500.0,N,Y,0.0
202528,147825,F,63,Not applicable / Not specified,Pensioner,112500.0,N,Y,107775.0
203361,148009,F,59,IT staff,Working,135000.0,N,N,0.0
204472,148253,F,53,Not applicable / Not specified,Pensioner,157500.0,N,Y,0.0
204934,148379,F,63,Not applicable / Not specified,Working,247500.0,Y,Y,431896.5
205161,148431,M,56,Not applicable / Not specified,Pensioner,135000.0,N,N,445045.5
205213,148445,F,38,Not applicable / Not specified,Working,67500.0,Y,Y,511785.0
205260,148459,M,41,High skill tech staff,Working,270000.0,Y,Y,232177.5
205305,148465,F,26,Sales staff,Commercial associate,94500.0,N,Y,132079.5
205659,148546,M,44,Drivers,Commercial associate,180000.0,Y,Y,2778592.5
206122,148667,F,49,Laborers,Working,225000.0,N,Y,391716.0
206941,148827,F,35,Not applicable / Not specified,Working,90000.0,N,Y,0.0
207207,148877,F,47,Sales staff,Working,360000.0,N,Y,408431.115
207444,148934,M,29,Laborers,Working,225000.0,Y,Y,0.0
208114,149075,F,65,Not applicable / Not specified,Pensioner,67500.0,N,N,128992.5
208235,149120,F,25,Laborers,Working,112500.0,N,N,0.0
208312,149140,M,52,Security staff,Working,126000.0,N,N,87367.5
208744,149229,F,50,Managers,Commercial associate,225000.0,Y,Y,0.0
210435,149616,M,25,Laborers,Commercial associate,90000.0,N,N,0.0
210702,149678,F,37,Laborers,Working,157500.0,Y,N,2190321.0
210886,149715,F,42,Laborers,Commercial associate,135000.0,N,Y,0.0
211103,149765,F,26,Accountants,Working,225000.0,Y,N,1307623.5
211125,149774,F,64,Not applicable / Not specified,Pensioner,81000.0,N,Y,0.0
212273,150000,F,63,Accountants,Commercial associate,121500.0,N,N,0.0
212279,150001,M,53,Laborers,Working,112500.0,Y,Y,166945.5
213872,150390,F,33,Not applicable / Not specified,State servant,202500.0,Y,N,462668.715
214004,150412,F,55,Not applicable / Not specified,Commercial associate,180000.0,Y,Y,1486255.5
214196,150447,F,64,Not applicable / Not specified,Pensioner,126000.0,Y,Y,0.0
215636,150796,F,56,Not applicable / Not specified,Pensioner,180000.0,Y,Y,157324.5
216649,151094,F,38,Core staff,Working,148500.0,Y,Y,392656.5
216717,151117,M,54,Laborers,Working,135000.0,Y,Y,0.0
218233,151488,F,47,Realty agents,Working,180000.0,Y,Y,0.0
219735,151831,F,63,Not applicable / Not specified,Pensioner,292500.0,Y,N,0.0
219841,151860,M,47,Laborers,Working,135000.0,Y,Y,0.0
220242,151957,F,41,Accountants,Working,180000.0,N,Y,0.0
220326,151985,F,58,Not applicable / Not specified,Pensioner,270000.0,Y,Y,198562.5
220447,152023,F,34,Accountants,State servant,81000.0,Y,N,1095610.5
220824,152111,F,28,Not applicable / Not specified,Commercial associate,90000.0,N,N,0.0
221660,152291,F,52,Not applicable / Not specified,Pensioner,247500.0,N,N,258219.0
221853,152340,M,34,Drivers,Working,157500.0,N,N,268654.5
221969,152364,F,36,Sales staff,Commercial associate,90000.0,Y,Y,0.0
222071,152393,F,56,Not applicable / Not specified,Pensioner,202500.0,N,Y,0.0
223194,152657,F,45,Cooking staff,Working,90000.0,Y,Y,233356.5
224175,152873,F,56,Not applicable / Not specified,Pensioner,202500.0,N,Y,186390.0
224251,152893,M,42,Security staff,Working,171000.0,N,N,485694.0
226270,153367,F,27,Sales staff,Working,157500.0,N,N,229392.0
227188,153573,M,35,High skill tech staff,Working,157500.0,Y,Y,1470321.0
227334,153616,F,65,Not applicable / Not specified,Pensioner,157500.0,N,Y,204319.98
227417,153642,F,48,Medicine staff,Working,135000.0,Y,Y,0.0
227720,153723,M,32,Laborers,Working,225000.0,N,Y,89473.5
227896,153761,M,40,Drivers,Working,225000.0,Y,Y,162.0
228297,153867,M,57,Laborers,Commercial associate,112500.0,N,Y,0.0
228569,153927,M,43,Drivers,Working,112500.0,Y,Y,449046.0
228725,153975,M,39,Drivers,Commercial associate,135000.0,Y,Y,0.0
228841,153996,M,34,Laborers,Working,270000.0,N,N,421947.0
229052,154040,M,47,Managers,Commercial associate,157500.0,Y,Y,0.0
229316,154109,M,56,Drivers,Commercial associate,90000.0,Y,Y,0.0
229844,154246,M,38,Core staff,State servant,115200.0,N,Y,498375.0
229982,154289,M,36,Not applicable / Not specified,Commercial associate,472500.0,Y,N,477436.5
230245,154339,F,50,Not applicable / Not specified,Commercial associate,58500.0,N,Y,170361.0
230341,154362,M,43,Laborers,Working,225000.0,N,Y,39069.0
230763,154475,M,53,Laborers,Working,225000.0,Y,Y,0.0
231021,154532,F,59,Not applicable / Not specified,Pensioner,103500.0,N,Y,0.0
231238,154573,F,42,Cooking staff,Working,90000.0,N,Y,0.0
231962,154745,F,31,Cleaning staff,Commercial associate,90000.0,Y,N,0.0
232596,154909,F,54,Not applicable / Not specified,Commercial associate,180000.0,N,Y,320968.44
232911,154986,F,24,Core staff,Commercial associate,180000.0,N,N,66834.0
233120,155037,F,47,High skill tech staff,State servant,360000.0,Y,Y,3232746.0
233501,155138,M,43,High skill tech staff,Working,180000.0,Y,Y,338823.0
234838,155440,M,39,Laborers,Working,225000.0,N,Y,0.0
235882,155667,F,47,Sales staff,Commercial associate,180000.0,Y,Y,1737427.5
236234,155754,F,49,Laborers,Working,108000.0,N,Y,21856.59
236673,155844,F,59,Not applicable / Not specified,Pensioner,99000.0,Y,Y,384376.5
236877,155891,F,65,Accountants,Working,144000.0,N,N,0.0
238206,156218,M,33,Laborers,Commercial associate,157500.0,N,Y,0.0
238207,156219,F,65,Not applicable / Not specified,Pensioner,315000.0,N,Y,0.0
238243,156226,M,36,Drivers,Working,225000.0,N,Y,0.0
238806,156366,F,35,Not applicable / Not specified,Commercial associate,135000.0,Y,Y,0.0
239019,156420,F,56,Private service staff,Commercial associate,225000.0,N,Y,1323756.0
239654,156582,F,60,Not applicable / Not specified,Pensioner,135000.0,N,Y,355977.0
239827,156619,F,36,Managers,State servant,171000.0,Y,Y,0.0
239995,156659,F,40,Medicine staff,Commercial associate,225000.0,Y,Y,536301.0
240278,156716,M,41,Laborers,Working,121500.0,Y,N,807133.5
240443,156755,F,52,Laborers,Working,144000.0,N,Y,621342.0
241073,156904,M,23,Drivers,Working,180000.0,Y,Y,44437.5
241695,157048,F,38,Sales staff,Working,135000.0,N,N,89928.0
241739,157056,F,62,Not applicable / Not specified,Commercial associate,247500.0,N,Y,1098648.0
242098,157141,F,57,Cleaning staff,Working,126000.0,Y,Y,336321.0
242109,157146,F,47,Medicine staff,Working,180000.0,N,Y,441738.0
242561,157236,M,38,Laborers,Working,103500.0,N,Y,427576.5
242854,157300,F,28,Not applicable / Not specified,Working,54000.0,N,N,0.0
242932,157317,F,36,Managers,Commercial associate,202500.0,Y,Y,0.0
243466,157435,M,37,Laborers,Working,225000.0,Y,N,0.0
243741,157493,F,45,Cleaning staff,State servant,81000.0,N,N,0.0
244035,157557,F,43,Laborers,Commercial associate,180000.0,Y,Y,1322194.5
244109,157579,F,64,Not applicable / Not specified,Pensioner,202500.0,N,Y,89612.82
245380,157881,F,61,Not applicable / Not specified,Pensioner,63000.0,N,Y,0.0
245536,157911,M,34,High skill tech staff,Commercial associate,607500.0,Y,Y,1476994.5
245597,157930,F,40,Sales staff,Working,360000.0,Y,N,144549.0
246114,158071,F,46,Sales staff,Working,117000.0,N,Y,0.0
246597,158172,F,64,Not applicable / Not specified,Pensioner,112500.0,N,Y,57132.0
247020,158279,M,50,Managers,Working,225000.0,Y,Y,0.0
247337,158351,M,52,Drivers,Working,360000.0,Y,Y,0.0
247455,158387,F,48,Laborers,Working,202500.0,N,Y,401562.0
247641,158424,F,45,Sales staff,Working,193500.0,N,Y,393547.5
248146,158563,F,46,Cleaning staff,Working,67500.0,N,Y,0.0
250066,159023,F,66,Not applicable / Not specified,Pensioner,135000.0,Y,Y,270918.0
250982,159254,F,46,Sales staff,Working,180000.0,Y,Y,776574.0
251555,159376,F,46,Sales staff,Commercial associate,234000.0,Y,Y,0.0
252905,159681,F,22,Laborers,Commercial associate,67500.0,N,Y,110718.0
256204,160495,F,61,Not applicable / Not specified,Pensioner,67500.0,N,N,145566.0
257412,160783,F,57,Not applicable / Not specified,Pensioner,121500.0,N,Y,315063.0
257573,160818,M,42,Drivers,Working,103500.0,N,Y,32375.745
258015,160934,M,26,Low-skill Laborers,Working,189000.0,N,Y,0.0
258550,161078,M,46,Drivers,Working,112500.0,N,N,0.0
259885,161372,F,47,Private service staff,Commercial associate,135000.0,N,Y,110560.5
260346,161479,F,67,Accountants,Commercial associate,450000.0,N,Y,1291558.14
260396,161491,M,29,Laborers,Commercial associate,144000.0,N,Y,1310557.5
260590,161532,F,50,Sales staff,Working,67500.0,N,Y,355500.0
261505,161734,F,61,Not applicable / Not specified,Pensioner,90000.0,N,Y,218178.0
261807,161794,F,64,Not applicable / Not specified,Pensioner,121500.0,N,N,69741.0
263243,162173,F,36,Not applicable / Not specified,Working,112500.0,N,Y,0.0
263651,162289,M,31,Laborers,Working,90000.0,N,N,766768.5
263928,162367,M,51,Not applicable / Not specified,Working,135000.0,N,Y,0.0
264628,162550,F,33,Sales staff,Working,108000.0,N,N,18005.4
265573,162754,M,44,Not applicable / Not specified,Working,450000.0,Y,N,1543588.2
266927,163041,F,38,Not applicable / Not specified,Commercial associate,184500.0,N,Y,5814310.5
268010,163317,F,32,Waiters/barmen staff,Working,153000.0,Y,Y,1062990.0
268219,163359,M,36,Laborers,Working,180000.0,Y,N,1396395.0
268374,163392,F,62,Not applicable / Not specified,Pensioner,225000.0,N,N,263520.0
268476,163413,F,56,Not applicable / Not specified,Working,175500.0,N,Y,1226169.0
268924,163534,F,57,Security staff,Commercial associate,135000.0,N,Y,328716.0
269612,163699,F,49,Security staff,Working,178200.0,N,Y,0.0
269665,163716,M,57,Drivers,Commercial associate,135000.0,Y,Y,0.0
269690,163723,M,53,Not applicable / Not specified,Commercial associate,225000.0,Y,Y,2324448.0
270734,163955,M,36,Drivers,Working,112500.0,N,Y,0.0
272131,164271,F,23,Core staff,Commercial associate,382500.0,N,Y,0.0
272604,164378,M,45,Low-skill Laborers,Working,202500.0,Y,N,0.0
272777,164423,F,60,Not applicable / Not specified,Pensioner,81000.0,N,Y,0.0
272922,164459,M,25,Laborers,Commercial associate,193500.0,N,N,171319.5
274514,164831,F,36,High skill tech staff,Working,99000.0,N,Y,0.0
274656,164867,M,41,Drivers,Working,135000.0,N,Y,348979.5
274948,164917,M,39,Drivers,Commercial associate,121500.0,Y,N,60589.35
274963,164920,F,25,Core staff,Commercial associate,90000.0,N,Y,0.0
275437,165024,F,29,Not applicable / Not specified,Commercial associate,630000.0,N,Y,887058.0
275509,165039,M,58,Low-skill Laborers,Working,121500.0,N,Y,233613.0
275532,165043,M,43,Laborers,Commercial associate,225000.0,Y,Y,43227.36
275646,165076,M,37,Low-skill Laborers,Commercial associate,99000.0,N,N,0.0
275696,165091,M,60,Not applicable / Not specified,Pensioner,90000.0,Y,N,0.0
276085,165181,F,52,Core staff,State servant,225000.0,N,Y,118147.5
276426,165255,F,47,Managers,Working,180000.0,N,Y,0.0
276510,165276,F,41,Not applicable / Not specified,State servant,157500.0,N,Y,58642.875
276741,165323,F,27,Sales staff,Working,180000.0,N,Y,0.0
277772,165592,F,63,Not applicable / Not specified,Pensioner,135000.0,N,Y,657670.5
279129,165913,M,50,Drivers,Working,180000.0,Y,Y,326704.5
279267,165953,M,35,Laborers,Working,180000.0,Y,Y,43960.5
279441,165991,F,45,Sales staff,Commercial associate,180000.0,N,Y,154242.0
279582,166027,F,37,Private service staff,Working,162000.0,Y,Y,0.0
280250,166199,M,23,High skill tech staff,Working,225000.0,N,Y,816871.5
280431,166242,F,38,Laborers,Working,99000.0,N,Y,108769.5
280437,166247,F,53,Not applicable / Not specified,Commercial associate,193500.0,N,N,384615.0
280857,166356,F,33,Not applicable / Not specified,Commercial associate,139500.0,Y,N,3515764.5
281220,166429,F,31,Core staff,Working,112500.0,N,Y,723726.0
281840,166562,M,57,Drivers,Commercial associate,252000.0,N,Y,0.0
284520,167184,F,58,Not applicable / Not specified,Pensioner,157500.0,N,Y,82350.0
284804,167251,M,59,Laborers,Working,270000.0,N,Y,217372.5
286205,167598,M,29,Sales staff,Working,135000.0,Y,N,0.0
286331,167625,F,35,Accountants,Working,135000.0,Y,N,1505592.0
286414,167643,M,53,Laborers,Working,225000.0,Y,Y,2389257.0
286977,167781,F,57,Not applicable / Not specified,Pensioner,1125000.0,Y,N,8622895.5
287186,167831,F,46,Core staff,Working,67500.0,N,Y,0.0
287619,167932,M,40,High skill tech staff,Working,360000.0,Y,Y,618946.83
288328,168126,F,45,Cooking staff,Commercial associate,112500.0,N,Y,1132834.5
288695,168197,F,56,Not applicable / Not specified,Pensioner,247500.0,N,N,0.0
289488,168379,F,41,High skill tech staff,Working,135000.0,N,Y,319648.5
289621,168408,F,59,Not applicable / Not specified,Commercial associate,292500.0,N,Y,272079.0
290325,168570,F,53,Cleaning staff,Working,157500.0,N,N,171873.0
290358,168578,M,66,Not applicable / Not specified,Pensioner,202500.0,Y,Y,0.0
290359,168579,F,34,Core staff,Working,292500.0,N,Y,150822.0
290384,168584,M,38,Drivers,Commercial associate,270000.0,Y,Y,2770830.0
291439,168865,M,48,Laborers,Commercial associate,315000.0,N,Y,143869.5
291622,168900,F,64,Not applicable / Not specified,Pensioner,90000.0,N,Y,177921.0
291681,168912,M,43,Laborers,Commercial associate,216000.0,N,Y,0.0
294002,169503,F,39,Accountants,Working,180000.0,N,Y,0.0
295416,169823,F,45,Medicine staff,State servant,135000.0,N,Y,0.0
296226,170011,F,57,Not applicable / Not specified,Pensioner,90000.0,N,N,340425.0
296244,170017,F,37,High skill tech staff,Working,99000.0,N,Y,0.0
296624,170098,M,33,Managers,Commercial associate,450000.0,N,Y,518454.0
296726,170130,F,57,Cleaning staff,State servant,180000.0,N,Y,322186.5
296893,170174,F,34,Not applicable / Not specified,Commercial associate,405000.0,Y,Y,2946586.5
299065,170716,M,51,Laborers,Working,135000.0,Y,Y,45909.0
299800,170899,F,60,Not applicable / Not specified,Pensioner,157500.0,N,Y,0.0
300194,170991,F,64,Not applicable / Not specified,Pensioner,157500.0,N,Y,0.0
300638,171079,F,56,Not applicable / Not specified,Pensioner,112500.0,Y,Y,225603.0
301107,171171,M,49,Managers,Working,675000.0,Y,Y,587259.0
302006,171385,F,37,Not applicable / Not specified,Working,90000.0,N,N,173074.5
302054,171398,F,33,Core staff,Working,315000.0,Y,Y,638725.5
302556,171519,F,36,Laborers,Working,126000.0,N,Y,920272.5
303645,171773,F,39,Sales staff,Working,157500.0,Y,Y,318127.5
304754,172028,F,57,Not applicable / Not specified,Working,174150.0,Y,N,383710.5
305357,172180,F,28,Not applicable / Not specified,Working,225000.0,Y,Y,1932907.5
305692,172251,F,59,Not applicable / Not specified,Pensioner,157500.0,Y,Y,168682.5
305856,172285,F,50,Managers,Working,270000.0,Y,Y,550354.5
305907,172296,M,31,Laborers,Working,202500.0,Y,N,309584.115
306707,172488,F,39,Sales staff,Commercial associate,90000.0,N,N,156744.0
307549,172682,F,32,Core staff,State servant,283500.0,N,Y,1230430.5
307723,172720,F,33,Sales staff,Commercial associate,157500.0,N,Y,0.0
307739,172724,M,54,Managers,Working,360000.0,Y,Y,955314.0
308397,172893,M,41,Drivers,Working,180000.0,Y,Y,0.0
308438,172900,M,44,Laborers,Working,225000.0,Y,N,149584.5
308463,172905,M,46,Drivers,Working,90000.0,N,Y,878098.185
309399,173142,F,50,Laborers,Working,157500.0,N,Y,0.0
309547,173178,F,66,Not applicable / Not specified,Pensioner,157500.0,N,Y,78689.61
309584,173187,F,56,Not applicable / Not specified,Pensioner,90000.0,N,Y,0.0
309858,173253,M,47,Drivers,Working,112500.0,Y,Y,0.0
309893,173264,F,37,Cooking staff,Working,157500.0,N,N,125011.17
309896,173265,M,59,Laborers,Commercial associate,112500.0,Y,Y,1549651.5
310195,173343,F,36,Managers,Working,180000.0,N,Y,394596.0
310562,173419,M,55,Laborers,Working,202500.0,N,Y,0.0
311205,173550,M,28,Not applicable / Not specified,State servant,135000.0,N,Y,361867.5
311528,173630,F,50,Cleaning staff,Working,135000.0,N,Y,39852.0
312333,173840,F,40,High skill tech staff,Commercial associate,94500.0,Y,Y,61793.145
312546,173878,M,26,Not applicable / Not specified,Working,112500.0,N,Y,51871.5
312589,173889,M,31,Not applicable / Not specified,Working,315000.0,Y,N,178087.5
312825,173951,M,24,Laborers,Working,202500.0,N,N,0.0
314020,174221,M,32,Laborers,Working,135000.0,Y,Y,695956.5
314767,174392,M,35,Not applicable / Not specified,Commercial associate,180000.0,Y,Y,815143.5
315564,174570,M,53,Laborers,Working,157500.0,Y,Y,0.0
316209,174719,M,34,High skill tech staff,Commercial associate,292500.0,Y,N,902821.5
317238,174970,F,44,Accountants,Working,157500.0,N,N,360.0
317309,174991,F,54,Not applicable / Not specified,Pensioner,112500.0,Y,Y,0.0
318663,175267,M,53,Not applicable / Not specified,Pensioner,135000.0,N,Y,469291.5
319610,175510,M,48,Laborers,Working,90000.0,Y,Y,196006.5
320276,175673,M,29,Not applicable / Not specified,Working,121500.0,N,N,0.0
320789,175807,M,34,Drivers,Commercial associate,360000.0,Y,Y,531.0
322206,176124,M,26,Laborers,Working,90000.0,Y,Y,0.0
322235,176128,F,48,Core staff,Commercial associate,157500.0,N,Y,0.0
322376,176161,F,34,Managers,Commercial associate,202500.0,Y,N,3501724.95
322577,176203,M,38,Not applicable / Not specified,Commercial associate,405000.0,Y,Y,2490237.27
323280,176356,M,39,Not applicable / Not specified,Working,180000.0,N,N,0.0
323446,176397,M,36,Laborers,Working,135000.0,Y,Y,0.0
