,ID_PRET,TYPE_CREDIT,MONTANT_CREDIT,MONTANT_ANNUITE,SCORE_EXT_1,SCORE_EXT_2,SCORE_EXT_3,CODE_REJET,OBJET_PRET,RETARD_PAIEMENT_MAX,RETARD_PAIEMENT_TOTAL,STATUT_PRET
24690,128718,Cash loans,1256400.0,36864.0,0.0,0.05,0.7,XAP,XAP,0.0,0.0,Not applicable / Not specified
24905,128965,Cash loans,1125000.0,30937.5,0.0,0.5,0.49,SCO,XAP,0.0,0.0,Not applicable / Not specified
25100,129195,Cash loans,1527579.0,48096.0,0.52,0.67,0.51,XAP,XAP,0.0,0.0,Not applicable / Not specified
25121,129219,Cash loans,607041.0,29331.0,0.73,0.45,0.74,XAP,XAP,0.0,0.0,C
25220,129335,Cash loans,755190.0,30078.0,0.0,0.73,0.48,XAP,XAP,0.0,0.0,Not applicable / Not specified
25560,129730,Cash loans,770913.0,22671.0,0.0,0.08,0.41,XAP,XAP,0.0,0.0,Not applicable / Not specified
25813,130011,Cash loans,373500.0,14211.0,0.0,0.35,0.51,XAP,XNA,26482.5,0.0,C
25881,130092,Cash loans,679500.0,26946.0,0.0,0.77,0.0,XAP,XAP,0.0,0.0,0
25886,130097,Cash loans,558000.0,20173.5,0.0,0.51,0.0,LIMIT,XAP,0.0,0.0,0
25898,130112,Cash loans,288873.0,17329.5,0.0,0.0,0.13,SCOFR,XNA,10615.5,0.0,0
25907,130122,Cash loans,808650.0,23773.5,0.0,0.66,0.0,XAP,XAP,0.0,0.0,0
26078,130328,Cash loans,396706.5,25483.5,0.53,0.46,0.0,XAP,XNA,-1.0,0.0,X
26168,130433,Cash loans,707287.5,34155.0,0.55,0.52,0.25,XAP,Repairs,0.0,0.0,0
26196,130469,Cash loans,647046.0,19048.5,0.0,0.25,0.35,HC,XNA,0.0,0.0,Not applicable / Not specified
26207,130481,Revolving loans,270000.0,13500.0,0.0,0.64,0.57,XAP,XAP,0.0,0.0,Not applicable / Not specified
26300,130587,Cash loans,675000.0,32602.5,0.72,0.69,0.61,XAP,XNA,0.0,0.0,X
26354,130646,Revolving loans,270000.0,13500.0,0.44,0.72,0.19,XAP,Repairs,0.0,0.0,Not applicable / Not specified
26372,130664,Cash loans,945000.0,37606.5,0.11,0.45,0.4,XAP,XAP,0.0,0.0,Not applicable / Not specified
26725,131065,Cash loans,178290.0,12042.0,0.0,0.53,0.69,XAP,XAP,0.0,0.0,Not applicable / Not specified
27033,131422,Cash loans,942300.0,24984.0,0.0,0.33,0.09,XAP,XAP,0.0,0.0,Not applicable / Not specified
27200,131612,Cash loans,675000.0,26901.0,0.63,0.59,0.6,XAP,XAP,0.0,0.0,Not applicable / Not specified
27284,131707,Cash loans,364896.0,18630.0,0.0,0.19,0.47,XAP,XAP,0.0,0.0,C
27302,131728,Cash loans,2008804.5,55372.5,0.46,0.72,0.67,XAP,XAP,0.0,0.0,Not applicable / Not specified
27367,131805,Cash loans,592560.0,30253.5,0.29,0.62,0.44,XAP,XAP,-1.0,0.0,C
27444,131899,Cash loans,1260000.0,34780.5,0.27,0.33,0.75,XAP,XAP,0.0,0.0,Not applicable / Not specified
27531,132001,Cash loans,1345500.0,51246.0,0.0,0.59,0.69,XAP,XAP,0.0,0.0,Not applicable / Not specified
27553,132029,Cash loans,187704.0,12672.0,0.4,0.58,0.16,XAP,XNA,0.0,0.0,Not applicable / Not specified
27579,132056,Cash loans,254700.0,17149.5,0.0,0.76,0.59,XAP,Education,-1.0,0.0,0
27644,132135,Cash loans,1081179.0,43006.5,0.0,0.66,0.0,XAP,XAP,0.0,0.0,0
27686,132186,Cash loans,170640.0,8428.5,0.0,0.2,0.35,XAP,XAP,0.0,0.0,Not applicable / Not specified
27884,132415,Cash loans,254700.0,26226.0,0.67,0.61,0.54,XAP,XAP,0.0,0.0,C
27982,132530,Cash loans,514602.0,48991.5,0.0,0.72,0.34,XAP,XAP,0.0,0.0,Not applicable / Not specified
28042,132596,Cash loans,467257.5,16911.0,0.0,0.43,0.54,XAP,XNA,0.0,0.0,Not applicable / Not specified
28246,132829,Cash loans,497520.0,31923.0,0.0,0.42,0.7,XAP,XAP,0.0,0.0,Not applicable / Not specified
28382,132988,Cash loans,1078200.0,31653.0,0.56,0.66,0.62,XAP,XAP,0.0,0.0,Not applicable / Not specified
28433,133049,Cash loans,450000.0,24412.5,0.0,0.48,0.77,XAP,XAP,0.0,0.0,X
28475,133098,Cash loans,113076.0,6264.0,0.0,0.65,0.5,XAP,XAP,0.0,0.0,Not applicable / Not specified
28487,133112,Cash loans,756000.0,21667.5,0.0,0.19,0.0,XAP,XNA,0.0,0.0,0
28506,133133,Cash loans,254700.0,27427.5,0.28,0.61,0.43,XAP,XAP,4293.0,0.0,Not applicable / Not specified
28538,133169,Cash loans,1701693.0,46795.5,0.0,0.5,0.0,XAP,XAP,0.0,0.0,0
28679,133327,Cash loans,225000.0,17541.0,0.0,0.49,0.58,XAP,XAP,0.0,0.0,Not applicable / Not specified
28740,133395,Cash loans,582228.0,17154.0,0.0,0.59,0.68,XAP,XNA,427.5,0.0,Not applicable / Not specified
28796,133457,Cash loans,675000.0,19867.5,0.74,0.5,0.66,XAP,XAP,0.0,0.0,Not applicable / Not specified
28922,133606,Cash loans,1223010.0,48631.5,0.63,0.75,0.82,XAP,XAP,0.0,0.0,Not applicable / Not specified
28962,133650,Cash loans,243000.0,25029.0,0.83,0.5,0.41,XAP,XAP,0.0,0.0,C
29045,133746,Cash loans,580500.0,24403.5,0.0,0.64,0.56,SCO,XAP,0.0,0.0,Not applicable / Not specified
29157,133867,Cash loans,450000.0,21109.5,0.0,0.45,0.0,XAP,XNA,0.0,0.0,0
29177,133891,Cash loans,824823.0,21888.0,0.88,0.57,0.28,0,0,0.0,0.0,Not applicable / Not specified
29207,133924,Cash loans,254700.0,20119.5,0.0,0.56,0.0,XAP,XAP,0.0,0.0,0
29410,134152,Cash loans,203760.0,21748.5,0.0,0.1,0.0,XAP,XNA,0.0,0.0,0
29467,134213,Revolving loans,855000.0,42750.0,0.88,0.7,0.59,0,0,0.0,0.0,Not applicable / Not specified
29660,134436,Cash loans,781920.0,32998.5,0.0,0.36,0.0,XAP,XAP,0.0,0.0,0
29665,134441,Cash loans,450000.0,31320.0,0.0,0.08,0.47,XAP,XNA,0.0,0.0,0
29789,134585,Cash loans,375322.5,30091.5,0.0,0.73,0.55,XAP,XAP,0.0,0.0,Not applicable / Not specified
29884,134693,Cash loans,269550.0,18891.0,0.0,0.62,0.55,XAP,XNA,0.0,0.0,C
30126,134970,Cash loans,558486.0,33255.0,0.23,0.73,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
30157,135003,Cash loans,755190.0,36459.0,0.84,0.49,0.44,XAP,XAP,0.0,0.0,Not applicable / Not specified
30365,135239,Cash loans,260568.0,25902.0,0.0,0.36,0.0,XAP,XNA,0.0,0.0,0
30372,135248,Cash loans,443088.0,18900.0,0.0,0.66,0.81,XAP,XAP,11646.0,0.0,Not applicable / Not specified
30377,135254,Revolving loans,225000.0,11250.0,0.78,0.58,0.83,XAP,XAP,12150.0,0.0,Not applicable / Not specified
30441,135328,Cash loans,760500.0,35370.0,0.0,0.53,0.0,XAP,XAP,0.0,0.0,0
30516,135419,Cash loans,640080.0,31131.0,0.0,0.67,0.0,XAP,XAP,0.0,0.0,0
30765,135708,Cash loans,286704.0,12276.0,0.0,0.63,0.72,XAP,XNA,0.0,0.0,Not applicable / Not specified
30944,135919,Cash loans,99000.0,11875.5,0.79,0.63,0.63,0,0,5476.5,0.0,C
30946,135921,Cash loans,203760.0,11506.5,0.0,0.68,0.7,XAP,XAP,0.0,0.0,Not applicable / Not specified
30994,135981,Cash loans,545040.0,36553.5,0.0,0.67,0.44,HC,XNA,82.755,0.0,Not applicable / Not specified
31248,136258,Cash loans,1292013.0,42831.0,0.85,0.72,0.46,XAP,XNA,0.0,0.0,Not applicable / Not specified
31252,136265,Cash loans,127350.0,13176.0,0.0,0.53,0.68,XAP,XNA,-1.0,0.0,C
31375,136401,Cash loans,1515415.5,41800.5,0.64,0.6,0.33,XAP,XNA,0.0,0.0,Not applicable / Not specified
31569,136616,Cash loans,252531.0,26005.5,0.71,0.61,0.51,XAP,XAP,0.0,0.0,C
32010,137122,Cash loans,450000.0,25258.5,0.0,0.75,0.0,XAP,XAP,0.0,0.0,X
32086,137206,Cash loans,622413.0,31909.5,0.06,0.37,0.36,XAP,XAP,0.0,0.0,X
32120,137244,Cash loans,158256.0,13711.5,0.45,0.41,0.39,XAP,XNA,0.0,0.0,C
32211,137345,Cash loans,595903.5,25375.5,0.41,0.48,0.66,XAP,XAP,0.0,0.0,0
32214,137349,Cash loans,781920.0,24552.0,0.63,0.66,0.27,XAP,XNA,0.0,0.0,Not applicable / Not specified
32232,137372,Cash loans,568800.0,16758.0,0.0,0.61,0.73,XAP,XAP,0.0,0.0,Not applicable / Not specified
32250,137392,Cash loans,350415.0,27247.5,0.0,0.3,0.67,XAP,XAP,0.0,0.0,C
32251,137393,Cash loans,233905.5,21582.0,0.68,0.67,0.5,XAP,XAP,0.0,0.0,C
32354,137508,Cash loans,269550.0,13095.0,0.0,0.2,0.53,XAP,XAP,-1.0,0.0,C
32396,137553,Cash loans,284400.0,10849.5,0.0,0.65,0.68,XAP,XAP,0.0,0.0,Not applicable / Not specified
32485,137652,Cash loans,631332.0,32202.0,0.75,0.67,0.52,0,0,-1.0,0.0,C
32592,137778,Revolving loans,180000.0,9000.0,0.0,0.64,0.74,XAP,XAP,0.0,0.0,Not applicable / Not specified
32981,138224,Cash loans,1386000.0,38115.0,0.0,0.17,0.0,XAP,XNA,0.0,0.0,Not applicable / Not specified
32988,138231,Cash loans,1288350.0,37800.0,0.47,0.6,0.55,XAP,XNA,0.0,0.0,X
33052,138303,Cash loans,755190.0,30078.0,0.0,0.64,0.48,XAP,XAP,0.0,0.0,X
33094,138351,Cash loans,1312110.0,52168.5,0.0,0.64,0.71,XAP,XAP,0.0,0.0,Not applicable / Not specified
33128,138387,Cash loans,391500.0,14886.0,0.49,0.27,0.68,XAP,XNA,0.0,0.0,Not applicable / Not specified
33199,138464,Cash loans,521280.0,25078.5,0.0,0.63,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
33249,138524,Cash loans,697500.0,21276.0,0.0,0.45,0.77,XNA,XAP,0.0,0.0,Not applicable / Not specified
33404,138700,Cash loans,1317357.0,50305.5,0.0,0.64,0.44,XAP,XAP,0.0,0.0,Not applicable / Not specified
33405,138701,Cash loans,1484181.0,42534.0,0.47,0.59,0.45,0,0,0.0,0.0,Not applicable / Not specified
33453,138755,Cash loans,234576.0,24759.0,0.51,0.69,0.51,XAP,XAP,0.0,0.0,0
33469,138774,Cash loans,540000.0,17550.0,0.0,0.23,0.7,XAP,XAP,1106.82,0.0,Not applicable / Not specified
33486,138791,Cash loans,640080.0,31261.5,0.0,0.23,0.61,XAP,XAP,0.0,0.0,C
33559,138870,Cash loans,193500.0,15417.0,0.0,0.58,0.4,XAP,XNA,0.0,0.0,Not applicable / Not specified
33578,138898,Cash loans,593010.0,19260.0,0.72,0.71,0.63,XAP,XAP,0.0,0.0,Not applicable / Not specified
33610,138936,Cash loans,312768.0,13905.0,0.0,0.3,0.66,XAP,XAP,0.0,0.0,Not applicable / Not specified
33656,138989,Cash loans,553806.0,41404.5,0.0,0.4,0.39,CLIENT,XAP,0.0,0.0,Not applicable / Not specified
33777,139133,Cash loans,521280.0,47938.5,0.0,0.15,0.58,XAP,XAP,0.0,0.0,Not applicable / Not specified
34264,139703,Cash loans,490495.5,26262.0,0.0,0.59,0.0,XAP,XAP,0.0,0.0,0
34507,139983,Cash loans,225000.0,15034.5,0.73,0.75,0.63,XAP,XAP,0.0,0.0,Not applicable / Not specified
34556,140047,Cash loans,755190.0,38556.0,0.34,0.53,0.37,XAP,XAP,0.0,0.0,0
34917,140463,Cash loans,1042560.0,34456.5,0.0,0.47,0.83,XAP,Repairs,0.0,0.0,X
35074,140632,Cash loans,1350000.0,39604.5,0.47,0.55,0.51,XAP,XAP,0.0,0.0,Not applicable / Not specified
35481,141099,Cash loans,417024.0,38376.0,0.0,0.48,0.68,XAP,XAP,4747.5,0.0,Not applicable / Not specified
35499,141120,Cash loans,338832.0,17428.5,0.7,0.73,0.24,XAP,XAP,0.0,0.0,Not applicable / Not specified
35560,141186,Cash loans,1293502.5,37948.5,0.83,0.49,0.0,XAP,XNA,0.0,0.0,0
35569,141195,Cash loans,320382.0,15543.0,0.0,0.37,0.22,XAP,XAP,0.0,0.0,X
35763,141425,Cash loans,352044.0,13401.0,0.0,0.62,0.7,XAP,XAP,0.0,0.0,Not applicable / Not specified
35769,141432,Cash loans,315000.0,13873.5,0.29,0.52,0.13,XAP,XAP,0.0,0.0,Not applicable / Not specified
35895,141577,Cash loans,485640.0,34537.5,0.0,0.68,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
35958,141659,Cash loans,296280.0,19062.0,0.0,0.56,0.26,HC,XNA,0.0,0.0,0
36081,141791,Cash loans,616923.0,41355.0,0.0,0.77,0.0,XAP,XAP,0.0,0.0,0
36133,141848,Revolving loans,450000.0,22500.0,0.0,0.64,0.38,XAP,XAP,0.0,0.0,Not applicable / Not specified
36143,141858,Revolving loans,382500.0,19125.0,0.0,0.44,0.68,HC,XNA,0.0,0.0,Not applicable / Not specified
36236,141960,Cash loans,95940.0,10309.5,0.13,0.39,0.4,XAP,XNA,-1.0,0.0,Not applicable / Not specified
36277,142006,Cash loans,585216.0,46368.0,0.55,0.07,0.63,XAP,Education,0.0,0.0,X
36394,142145,Cash loans,675000.0,26284.5,0.73,0.58,0.75,SCO,XAP,0.0,0.0,Not applicable / Not specified
36429,142191,Cash loans,612612.0,31410.0,0.0,0.2,0.0,XAP,XAP,0.0,0.0,0
36532,142313,Revolving loans,135000.0,6750.0,0.0,0.51,0.0,0,0,0.0,0.0,0
36622,142415,Cash loans,675000.0,21775.5,0.34,0.42,0.0,CLIENT,XAP,0.0,0.0,0
36670,142472,Cash loans,808650.0,29839.5,0.0,0.41,0.26,XAP,XAP,0.0,0.0,Not applicable / Not specified
36709,142518,Cash loans,127350.0,12595.5,0.0,0.7,0.5,XAP,XNA,0.0,0.0,Not applicable / Not specified
36834,142659,Revolving loans,180000.0,9000.0,0.0,0.61,0.0,XAP,XAP,0.0,0.0,0
36868,142702,Revolving loans,180000.0,9000.0,0.45,0.62,0.82,XAP,XAP,0.0,0.0,Not applicable / Not specified
36909,142751,Cash loans,807984.0,26833.5,0.55,0.6,0.56,XAP,XAP,5587.965,0.0,C
37066,142935,Cash loans,277969.5,13648.5,0.0,0.53,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
37143,143025,Cash loans,835380.0,35523.0,0.55,0.59,0.62,0,0,0.0,0.0,Not applicable / Not specified
37196,143085,Cash loans,755190.0,33394.5,0.76,0.7,0.65,XAP,XAP,0.0,0.0,C
37217,143111,Cash loans,450000.0,27324.0,0.0,0.59,0.0,XAP,XNA,0.0,0.0,0
37320,143235,Cash loans,467257.5,21910.5,0.4,0.58,0.5,XAP,XAP,6165.0,0.0,Not applicable / Not specified
37563,143509,Cash loans,328405.5,17946.0,0.0,0.37,0.54,HC,XNA,0.0,0.0,C
37920,143918,Cash loans,244584.0,12024.0,0.81,0.49,0.24,XAP,XAP,0.0,0.0,Not applicable / Not specified
37931,143930,Cash loans,521280.0,31500.0,0.25,0.26,0.35,XAP,XAP,-1.0,0.0,0
38139,144164,Cash loans,129519.0,12744.0,0.0,0.27,0.54,0,0,0.0,0.0,Not applicable / Not specified
38155,144185,Cash loans,481495.5,34371.0,0.75,0.55,0.71,XAP,XNA,0.0,0.0,Not applicable / Not specified
38214,144254,Cash loans,1345500.0,39339.0,0.69,0.68,0.3,HC,XNA,0.0,0.0,Not applicable / Not specified
38268,144313,Cash loans,1288350.0,41562.0,0.71,0.75,0.0,0,0,0.0,0.0,Not applicable / Not specified
38302,144356,Cash loans,352044.0,12645.0,0.74,0.75,0.47,XAP,XAP,0.0,0.0,Not applicable / Not specified
38405,144475,Cash loans,408330.0,22149.0,0.0,0.01,0.0,XAP,XNA,0.0,0.0,0
38457,144530,Cash loans,808650.0,26086.5,0.62,0.77,0.22,0,0,0.0,0.0,Not applicable / Not specified
38477,144552,Cash loans,592560.0,25236.0,0.0,0.23,0.67,XAP,XAP,0.0,0.0,X
38579,144685,Cash loans,500211.0,47623.5,0.84,0.2,0.0,XAP,XAP,0.0,0.0,0
38598,144707,Revolving loans,337500.0,16875.0,0.54,0.65,0.19,XAP,XAP,0.0,0.0,Not applicable / Not specified
38691,144815,Cash loans,585000.0,16893.0,0.67,0.77,0.53,HC,XNA,0.0,0.0,Not applicable / Not specified
38709,144837,Cash loans,382761.0,20763.0,0.26,0.76,0.0,XAP,XAP,0.0,0.0,C
38711,144839,Cash loans,1157670.0,112909.5,0.0,0.69,0.63,XAP,XAP,0.0,0.0,C
38713,144841,Cash loans,227493.0,20992.5,0.0,0.63,0.38,XAP,XAP,0.0,0.0,Not applicable / Not specified
38821,144960,Cash loans,1125000.0,33025.5,0.78,0.6,0.4,XAP,XAP,0.0,0.0,Not applicable / Not specified
39347,145567,Cash loans,781920.0,25969.5,0.0,0.56,0.0,XAP,XAP,0.0,0.0,0
39401,145627,Cash loans,728460.0,40806.0,0.0,0.66,0.53,XAP,Other,0.0,0.0,X
39417,145646,Cash loans,254700.0,14751.0,0.0,0.34,0.35,XAP,XAP,0.0,0.0,Not applicable / Not specified
39427,145657,Cash loans,1006920.0,42790.5,0.0,0.57,0.0,XAP,XAP,0.0,0.0,0
39464,145699,Cash loans,450000.0,30442.5,0.4,0.66,0.49,XAP,XAP,0.0,0.0,0
39631,145883,Cash loans,343800.0,13090.5,0.73,0.66,0.8,XAP,XNA,0.0,0.0,Not applicable / Not specified
39642,145896,Cash loans,277969.5,17892.0,0.32,0.45,0.5,XAP,XAP,0.0,0.0,X
39773,146061,Cash loans,1107981.0,32526.0,0.32,0.57,0.58,XAP,XAP,0.0,0.0,Not applicable / Not specified
39840,146141,Cash loans,1255680.0,41629.5,0.0,0.42,0.0,XAP,XAP,0.0,0.0,0
39891,146208,Cash loans,510853.5,26212.5,0.34,0.4,0.69,XAP,XAP,8984.115,0.0,Not applicable / Not specified
39907,146226,Cash loans,1003500.0,29470.5,0.0,0.26,0.62,XAP,XAP,0.0,0.0,X
40110,146460,Cash loans,675000.0,49117.5,0.26,0.63,0.73,0,0,0.0,0.0,C
40123,146474,Revolving loans,292500.0,14625.0,0.0,0.28,0.58,XAP,XNA,0.0,0.0,Not applicable / Not specified
40187,146551,Cash loans,704844.0,38367.0,0.26,0.72,0.13,XAP,XAP,0.0,0.0,Not applicable / Not specified
40466,146874,Cash loans,95940.0,9486.0,0.0,0.42,0.53,XAP,XAP,0.0,0.0,Not applicable / Not specified
40495,146904,Cash loans,1058197.5,38137.5,0.23,0.62,0.31,XAP,XAP,0.0,0.0,C
40647,147073,Cash loans,810000.0,23814.0,0.0,0.21,0.48,XAP,XAP,0.0,0.0,Not applicable / Not specified
40693,147125,Cash loans,312768.0,24691.5,0.0,0.31,0.0,XAP,XAP,-1.0,0.0,Not applicable / Not specified
40741,147183,Cash loans,808650.0,24732.0,0.0,0.77,0.47,XAP,XAP,48323.16,0.0,X
40811,147263,Cash loans,473760.0,53451.0,0.0,0.63,0.51,XAP,XAP,9000.0,0.0,C
40841,147295,Cash loans,477000.0,23076.0,0.0,0.15,0.0,LIMIT,Other,0.0,0.0,0
40847,147301,Revolving loans,180000.0,9000.0,0.0,0.63,0.0,SCO,XAP,-1.0,0.0,Not applicable / Not specified
40881,147341,Cash loans,254700.0,17149.5,0.22,0.03,0.0,XAP,XAP,0.0,0.0,0
40924,147393,Cash loans,67500.0,7398.0,0.0,0.59,0.0,XAP,XAP,0.0,0.0,0
40968,147445,Cash loans,640080.0,31261.5,0.6,0.16,0.33,XAP,XAP,-1.0,0.0,C
41070,147562,Cash loans,408780.0,23598.0,0.0,0.1,0.18,XAP,XNA,0.0,0.0,X
41111,147605,Cash loans,469152.0,24084.0,0.0,0.54,0.65,0,0,-1.0,0.0,X
41123,147617,Cash loans,590337.0,25141.5,0.0,0.76,0.39,XAP,XNA,0.0,0.0,Not applicable / Not specified
41304,147825,Revolving loans,360000.0,18000.0,0.0,0.28,0.44,XAP,XNA,0.0,0.0,Not applicable / Not specified
41469,148009,Cash loans,921330.0,35091.0,0.82,0.54,0.68,0,0,0.0,0.0,Not applicable / Not specified
41676,148253,Cash loans,1516500.0,36274.5,0.33,0.61,0.0,HC,Other,0.0,0.0,0
41785,148379,Cash loans,675000.0,30631.5,0.0,0.62,0.55,XAP,XAP,0.0,0.0,Not applicable / Not specified
41829,148431,Cash loans,521280.0,31630.5,0.59,0.52,0.21,XAP,XAP,0.0,0.0,X
41841,148445,Cash loans,675000.0,21906.0,0.69,0.54,0.77,XAP,XNA,0.0,0.0,Not applicable / Not specified
41850,148459,Cash loans,540000.0,23787.0,0.81,0.56,0.51,XAP,XNA,10390.5,0.0,Not applicable / Not specified
41856,148465,Cash loans,225000.0,13045.5,0.0,0.61,0.7,XAP,XAP,0.0,0.0,Not applicable / Not specified
41929,148546,Cash loans,355536.0,18306.0,0.0,0.34,0.2,XAP,XAP,0.0,0.0,Not applicable / Not specified
42033,148667,Cash loans,317443.5,16335.0,0.0,0.57,0.44,XAP,XNA,-1.0,0.0,Not applicable / Not specified
42179,148827,Cash loans,227520.0,13189.5,0.0,0.4,0.0,XAP,XAP,0.0,0.0,0
42225,148877,Cash loans,521280.0,26743.5,0.0,0.44,0.38,XAP,XNA,0.0,0.0,C
42273,148934,Cash loans,900000.0,29164.5,0.0,0.62,0.0,XAP,XAP,0.0,0.0,0
42397,149075,Cash loans,1125000.0,47664.0,0.85,0.58,0.5,XAP,XNA,-1.0,0.0,0
42436,149120,Cash loans,1113399.0,45477.0,0.0,0.29,0.55,0,0,0.0,0.0,0
42455,149140,Cash loans,360000.0,19660.5,0.0,0.44,0.39,HC,XAP,-1.0,0.0,Not applicable / Not specified
42535,149229,Revolving loans,292500.0,14625.0,0.0,0.64,0.0,0,0,0.0,0.0,C
42854,149616,Cash loans,239850.0,25960.5,0.15,0.07,0.0,CLIENT,XAP,0.0,0.0,0
42908,149678,Cash loans,1255680.0,41499.0,0.0,0.46,0.48,XAP,XNA,7343.73,0.0,Not applicable / Not specified
42943,149715,Cash loans,517500.0,15259.5,0.5,0.61,0.84,XAP,XNA,0.0,0.0,Not applicable / Not specified
42984,149765,Cash loans,1575000.0,41679.0,0.75,0.61,0.0,XAP,XAP,0.0,0.0,0
42992,149774,Cash loans,259794.0,26748.0,0.5,0.58,0.58,XAP,XAP,0.0,0.0,X
43195,150000,Cash loans,298512.0,18261.0,0.69,0.75,0.21,XAP,XNA,0.0,0.0,C
43196,150001,Cash loans,1078200.0,31522.5,0.69,0.7,0.64,XAP,XAP,0.0,0.0,Not applicable / Not specified
43526,150390,Cash loans,1356385.5,43884.0,0.79,0.68,0.43,XAP,XNA,0.0,0.0,Not applicable / Not specified
43548,150412,Cash loans,398016.0,42993.0,0.0,0.24,0.64,XAP,XNA,0.0,0.0,Not applicable / Not specified
43580,150447,Cash loans,804096.0,21339.0,0.0,0.21,0.44,XAP,XNA,0.0,0.0,Not applicable / Not specified
43866,150796,Cash loans,450000.0,24106.5,0.0,0.09,0.62,XAP,XAP,0.0,0.0,Not applicable / Not specified
44108,151094,Cash loans,1256400.0,36864.0,0.57,0.49,0.59,XAP,XAP,0.0,0.0,Not applicable / Not specified
44128,151117,Cash loans,274941.0,20686.5,0.0,0.24,0.0,XAP,XAP,0.0,0.0,C
44443,151488,Cash loans,1258650.0,53455.5,0.7,0.51,0.77,XAP,XAP,0.0,0.0,0
44748,151831,Cash loans,1467612.0,56029.5,0.0,0.68,0.73,XAP,XAP,0.0,0.0,Not applicable / Not specified
44771,151860,Cash loans,219249.0,16083.0,0.0,0.49,0.0,XAP,XAP,0.0,0.0,0
44854,151957,Cash loans,543037.5,34704.0,0.51,0.63,0.0,XAP,XAP,0.0,0.0,X
44874,151985,Cash loans,922500.0,30487.5,0.0,0.73,0.6,XAP,XAP,0.0,0.0,0
44907,152023,Cash loans,254700.0,13068.0,0.0,0.6,0.42,0,0,0.0,0.0,Not applicable / Not specified
44985,152111,Cash loans,640080.0,31261.5,0.38,0.48,0.0,XAP,XAP,0.0,0.0,0
45142,152291,Cash loans,1260702.0,39712.5,0.72,0.39,0.66,XAP,XNA,0.0,0.0,Not applicable / Not specified
45187,152340,Cash loans,450000.0,28759.5,0.0,0.35,0.14,LIMIT,Everyday expenses,0.0,0.0,X
45209,152364,Cash loans,592560.0,35937.0,0.0,0.7,0.0,HC,XAP,0.0,0.0,0
45233,152393,Cash loans,971280.0,54364.5,0.0,0.68,0.25,XAP,XAP,0.0,0.0,C
45464,152657,Revolving loans,337500.0,16875.0,0.45,0.22,0.41,XAP,XNA,0.0,0.0,Not applicable / Not specified
45646,152873,Cash loans,332946.0,17127.0,0.0,0.53,0.27,XAP,XNA,18000.0,0.0,X
45660,152893,Cash loans,450000.0,12001.5,0.53,0.68,0.58,XAP,XAP,0.0,0.0,Not applicable / Not specified
46062,153367,Cash loans,808650.0,21460.5,0.0,0.74,0.55,XAP,XAP,0.0,0.0,Not applicable / Not specified
46245,153573,Cash loans,288562.5,22927.5,0.3,0.5,0.63,XAP,XAP,0.0,0.0,X
46282,153616,Cash loans,180000.0,11502.0,0.87,0.54,0.46,XAP,XAP,8938.575,0.0,C
46306,153642,Revolving loans,270000.0,13500.0,0.0,0.55,0.77,XAP,XNA,0.0,0.0,C
46380,153723,Cash loans,900000.0,46084.5,0.5,0.23,0.44,CLIENT,XAP,0.0,0.0,0
46411,153761,Cash loans,1236816.0,36292.5,0.0,0.61,0.68,XAP,XNA,0.0,0.0,Not applicable / Not specified
46502,153867,Cash loans,497520.0,28692.0,0.0,0.59,0.84,XAP,XAP,0.0,0.0,Not applicable / Not specified
46550,153927,Cash loans,508495.5,26091.0,0.0,0.4,0.12,XAP,XAP,0.0,0.0,Not applicable / Not specified
46595,153975,Cash loans,762979.5,36837.0,0.0,0.64,0.73,XAP,XNA,3055.5,0.0,Not applicable / Not specified
46613,153996,Cash loans,1129500.0,33025.5,0.31,0.59,0.28,XAP,XAP,148.5,0.0,Not applicable / Not specified
46654,154040,Cash loans,1027327.5,40873.5,0.5,0.61,0.71,XAP,XAP,0.0,0.0,Not applicable / Not specified
46713,154109,Cash loans,258709.5,27580.5,0.0,0.5,0.0,XAP,XAP,0.0,0.0,0
46831,154246,Cash loans,450000.0,16294.5,0.58,0.61,0.59,XAP,XAP,4464.0,0.0,Not applicable / Not specified
46869,154289,Cash loans,1381113.0,38110.5,0.5,0.64,0.55,0,0,0.0,0.0,Not applicable / Not specified
46913,154339,Cash loans,170640.0,9922.5,0.0,0.8,0.44,XAP,XAP,0.0,0.0,Not applicable / Not specified
46933,154362,Cash loans,808650.0,26217.0,0.38,0.76,0.58,0,0,0.0,0.0,Not applicable / Not specified
47031,154475,Cash loans,2517300.0,66532.5,0.67,0.36,0.66,0,0,13068.0,0.0,Not applicable / Not specified
47083,154532,Cash loans,518562.0,20691.0,0.8,0.68,0.63,XAP,XNA,0.0,0.0,Not applicable / Not specified
47121,154573,Cash loans,284400.0,16456.5,0.5,0.65,0.71,XAP,XAP,0.0,0.0,Not applicable / Not specified
47278,154745,Cash loans,225000.0,17775.0,0.56,0.29,0.44,SCO,XAP,0.0,0.0,0
47417,154909,Cash loans,808650.0,26217.0,0.0,0.62,0.47,XAP,XAP,0.0,0.0,Not applicable / Not specified
